"w1","w2","prediction","rank"
"who","are","both",6
"who","are","doing",7
"who","are","forced",3
"who","are","in",27
"who","are","interested",17
"who","are","just",10
"who","are","kind",3
"who","are","new",5
"who","are","not",30
"who","are","now",11
"who","are","on",8
"who","are","or",3
"who","are","saying",4
"who","are","some",5
"who","are","still",10
"who","are","the",15
"who","are","these",9
"who","are","trying",11
"who","are","very",6
"who","are","willing",6
"who","are","you",51
"who","believe","in",11
"who","believes","in",7
"who","brings","a",4
"who","broke","the",3
"who","came","in",5
"who","came","to",35
"who","can","afford",5
"who","can","be",6
"who","can","do",7
"who","can","get",6
"who","can","give",7
"who","can","help",15
"who","can","make",10
"who","can","only",3
"who","can","say",6
"who","can","use",4
"who","cant","get",7
"who","care","about",8
"who","cares","about",8
"who","chooses","to",4
"who","chose","not",3
"who","comes","to",6
"who","complained","about",4
"who","could","be",19
"who","could","not",24
"who","decided","to",8
"who","decides","what",3
"who","depend","on",4
"who","did","not",94
"who","did","this",5
"who","did","what",3
"who","died","in",38
"who","do","not",173
"who","do","the",7
"who","do","you",62
"who","does","not",117
"who","drove","the",4
"who","else","is",35
"who","fell","in",3
"who","felt","like",3
"who","gave","a",3
"who","gave","the",5
"who","gave","us",5
"who","gets","a",3
"who","gets","to",9
"who","gets","what",3
"who","gives","the",3
"who","goes","to",4
"who","got","a",7
"who","got","it",5
"who","got","the",9
"who","got","to",5
"who","grew","up",35
"who","had","a",35
"who","had","an",11
"who","had","been",71
"who","had","never",6
"who","had","no",6
"who","had","the",11
"who","had","to",18
"who","handles","the",4
"who","happen","to",4
"who","happened","to",4
"who","has","a",64
"who","has","already",9
"who","has","any",3
"who","has","been",131
"who","has","done",7
"who","has","ever",8
"who","has","given",5
"who","has","gone",7
"who","has","helped",3
"who","has","made",18
"who","has","more",7
"who","has","never",14
"who","has","no",8
"who","has","not",27
"who","has","paid",4
"who","has","played",12
"who","has","seen",4
"who","has","so",3
"who","has","that",3
"who","has","the",33
"who","has","to",13
"who","have","already",11
"who","have","been",67
"who","have","done",9
"who","have","lost",11
"who","have","more",3
"who","have","never",7
"who","have","no",14
"who","have","not",27
"who","have","read",4
"who","have","served",6
"who","have","the",10
"who","have","to",18
"who","he","is",23
"who","he","was",9
"who","helped","me",4
"who","i","am",83
"who","i","knew",4
"who","i","know",3
"who","i","thought",6
"who","i","was",11
"who","in","the",11
"who","insist","on",4
"who","is","a",78
"who","is","against",5
"who","is","also",38
"who","is","an",13
"who","is","and",10
"who","is","at",9
"who","is","been",24
"who","is","behind",6
"who","is","coming",36
"who","is","counting",6
"who","is","currently",6
"who","is","doing",6
"who","is","getting",15
"who","is","going",97
"who","is","helping",4
"who","is","in",57
"who","is","it",8
"who","is","just",10
"who","is","left",6
"who","is","looking",6
"who","is","more",8
"who","is","most",3
"who","is","next",8
"who","is","not",54
"who","is","now",23
"who","is","on",25
"who","is","really",7
"who","is","responsible",7
"who","is","right",7
"who","is","running",14
"who","is","she",4
"who","is","so",8
"who","is","still",16
"who","is","taking",4
"who","is","the",79
"who","is","to",11
"who","is","trying",14
"who","is","up",15
"who","is","very",10
"who","is","waiting",3
"who","is","walking",3
"who","is","watching",7
"who","is","who",14
"who","is","willing",6
"who","is","with",18
"who","is","working",13
"who","is","your",38
"who","it","is",20
"who","knew","that",6
"who","knew","there",5
"who","know","the",8
"who","know","what",7
"who","knows","how",14
"who","knows","if",10
"who","knows","maybe",14
"who","knows","that",4
"who","knows","the",14
"who","knows","what",22
"who","knows","when",5
"who","knows","where",8
"who","knows","you",6
"who","leave","the",3
"who","left","the",6
"who","let","the",6
"who","like","to",10
"who","likes","to",6
"who","live","in",29
"who","live","near",4
"who","lived","in",19
"who","lived","there",4
"who","lives","in",60
"who","lives","with",4
"who","look","like",5
"who","lost","her",4
"who","lost","their",11
"who","love","to",7
"who","made","a",15
"who","made","it",21
"who","made","the",27
"who","made","you",4
"who","make","a",4
"who","make","the",8
"who","makes","the",10
"who","manages","the",4
"who","may","be",22
"who","may","have",18
"who","may","not",10
"who","might","be",10
"who","might","have",10
"who","might","want",3
"who","move","to",3
"who","need","it",7
"who","need","to",9
"who","needs","a",7
"who","needs","the",4
"who","needs","to",5
"who","never","made",3
"who","or","what",7
"who","own","the",5
"who","owns","a",10
"who","paid","for",5
"who","participated","in",14
"who","passed","away",6
"who","plays","the",8
"who","ran","the",9
"who","run","the",7
"who","runs","the",15
"who","said","it",11
"who","said","that",18
"who","said","they",15
"who","said","this",5
"who","saw","a",5
"who","say","that",4
"who","say","they",11
"who","says","you",3
"who","seems","to",8
"who","sell","their",5
"who","sent","me",4
"who","she","was",6
"who","should","be",12
"who","should","get",5
"who","showed","up",10
"who","spent","the",3
"who","stopped","by",4
"who","survived","the",3
"who","take","a",3
"who","tell","me",4
"who","tend","to",7
"who","the","hell",24
"who","they","are",26
"who","they","want",4
"who","they","were",5
"who","think","it",3
"who","think","they",14
"who","thinks","he",4
"who","thinks","the",6
"who","thought","she",3
"who","thought","the",5
"who","told","her",4
"who","told","me",7
"who","took","the",19
"who","tried","to",9
"who","tries","to",7
"who","try","to",11
"who","turned","out",6
"who","use","the",7
"who","used","to",19
"who","want","a",6
"who","want","the",6
"who","want","to",96
"who","wanted","to",37
"who","wants","a",22
"who","wants","to",143
"who","was","a",37
"who","was","an",4
"who","was","and",3
"who","was","at",13
"who","was","his",3
"who","was","in",27
"who","was","just",5
"who","was","not",37
"who","was","on",12
"who","was","the",44
"who","was","there",6
"who","was","trying",7
"who","we","are",37
"who","we","have",4
"who","went","out",5
"who","went","to",16
"who","were","arrested",5
"who","were","not",26
"who","were","on",4
"who","were","there",9
"who","what","when",3
"who","will","be",78
"who","will","give",6
"who","will","have",8
"who","will","listen",5
"who","will","not",29
"who","will","pay",5
"who","will","stand",3
"who","will","take",10
"who","wish","to",13
"who","won","a",7
"who","won","the",25
"who","work","at",5
"who","work","in",12
"who","work","there",4
"who","worked","for",8
"who","worked","with",13
"who","works","at",11
"who","works","in",11
"who","works","with",16
"who","would","be",28
"who","would","do",7
"who","would","get",5
"who","would","have",23
"who","would","like",11
"who","would","never",5
"who","would","not",30
"who","would","take",4
"who","would","you",19
"who","wrote","a",4
"who","wrote","the",13
"who","you","are",109
"whoever","wins","the",7
"whole","bunch","of",23
"whole","group","of",4
"whole","life","and",6
"whole","lot","better",9
"whole","lot","easier",3
"whole","lot","i",3
"whole","lot","more",8
"whole","lot","of",44
"whole","new","level",15
"whole","new","way",4
"whole","point","of",7
"whole","thing","is",17
"whole","thing","to",6
"whole","time","i",9
"whole","world","is",5
"whole","year","to",3
"whom","i","have",8
"whom","i","would",3
"whom","the","bell",4
"whom","you","are",3
"why","all","the",7
"why","am","i",114
"why","are","some",4
"why","are","the",6
"why","are","they",20
"why","are","we",23
"why","are","you",99
"why","arent","you",16
"why","because","the",3
"why","because","they",5
"why","cant","i",38
"why","cant","we",15
"why","cant","you",17
"why","could","not",11
"why","did","not",56
"why","did","the",17
"why","did","we",5
"why","did","you",33
"why","do","i",102
"why","do","not",95
"why","do","so",7
"why","do","the",7
"why","do","they",18
"why","do","we",31
"why","do","you",104
"why","does","he",10
"why","does","it",26
"why","does","not",21
"why","does","the",18
"why","does","this",16
"why","else","would",7
"why","has","not",4
"why","has","the",4
"why","he","is",31
"why","he","wants",4
"why","he","was",10
"why","i","am",92
"why","i","did",18
"why","i","feel",8
"why","i","have",43
"why","i","just",6
"why","i","like",9
"why","i","liked",3
"why","i","look",3
"why","i","love",43
"why","i","think",10
"why","i","thought",4
"why","i","want",8
"why","in","the",12
"why","is","he",14
"why","is","it",116
"why","is","my",19
"why","is","not",34
"why","is","that",27
"why","is","the",33
"why","is","this",34
"why","it","has",3
"why","it","is",72
"why","it","matters",4
"why","it","took",4
"why","it","was",15
"why","no","one",7
"why","not","a",7
"why","not","do",4
"why","not","get",6
"why","not","give",8
"why","not","have",4
"why","not","just",12
"why","not","put",3
"why","on","earth",15
"why","or","how",3
"why","people","are",4
"why","she","is",12
"why","should","i",11
"why","should","it",3
"why","should","not",7
"why","should","you",4
"why","so","many",15
"why","that","is",8
"why","there","are",7
"why","there","is",16
"why","there","was",6
"why","they","are",29
"why","they","did",7
"why","they","do",9
"why","this","is",10
"why","was","she",4
"why","we","are",29
"why","we","did",3
"why","we","do",8
"why","we","have",14
"why","we","need",9
"why","we","should",4
"why","what","is",9
"why","why","why",12
"why","will","not",10
"why","would","anyone",9
"why","would","he",5
"why","would","i",21
"why","would","it",5
"why","would","not",21
"why","would","we",6
"why","would","you",41
"why","you","are",30
"why","you","ask",4
"why","you","do",13
"why","you","love",4
"why","you","should",11
"wide","enough","to",5
"wide","range","of",41
"wide","variety","of",29
"wife","and","a",4
"wife","and","children",6
"wife","and","i",31
"wife","and","kids",6
"wife","and","mother",12
"wife","and","son",8
"wife","in","the",10
"wife","is","a",5
"wife","is","in",3
"wife","to","the",7
"wife","who","is",4
"will","actually","be",7
"will","add","a",7
"will","add","to",10
"will","all","be",26
"will","allow","them",5
"will","also","be",94
"will","also","find",7
"will","also","receive",4
"will","also","take",6
"will","always","be",145
"will","always","find",9
"will","always","have",30
"will","always","love",27
"will","always","remember",15
"will","and","i",8
"will","appeal","to",6
"will","appear","in",8
"will","appear","on",4
"will","ask","a",4
"will","at","least",11
"will","back","to",6
"will","be","a",422
"will","be","able",203
"will","be","about",12
"will","be","added",11
"will","be","adding",10
"will","be","all",26
"will","be","allowed",21
"will","be","an",52
"will","be","and",6
"will","be","announced",38
"will","be","another",15
"will","be","answered",4
"will","be","appearing",7
"will","be","around",14
"will","be","as",16
"will","be","asked",12
"will","be","at",165
"will","be","attending",12
"will","be","available",84
"will","be","awesome",13
"will","be","back",139
"will","be","better",27
"will","be","blood",3
"will","be","bringing",7
"will","be","broadcast",6
"will","be","buried",4
"will","be","but",6
"will","be","called",11
"will","be","celebrating",12
"will","be","challenged",4
